tipo_presupuesto,funcion,anho,monto
3-PROGRAMAS DE INVERSIÓN,141-CONT. Y AUD. GUBERNAMENTAL,2013,603523668
3-PROGRAMAS DE INVERSIÓN,343-EDUCACION SUPERIOR Y UNIVERSITARIA,2014,602220022
3-PROGRAMAS DE INVERSIÓN,442-SERVICIOS DEL MEDIO AMBIENTE,2012,546913667
1-PROGRAMAS DE ADMINISTRACION,113-CAMARA DE DIPUTADOS,2011,544350915
3-PROGRAMAS DE INVERSIÓN,349-EDUCACION Y CULTURA SIN DISCRIMINAR,2016,500126585
1-PROGRAMAS DE ADMINISTRACION,142-CONTROL FISCAL,2011,493552890
2-PROGRAMAS DE ACCIÓN,431-TRANSPORTE TERRESTRE,2016,487087710
3-PROGRAMAS DE INVERSIÓN,454-CREDITO AGRICOLA Y PECUARIO,2013,464041760
2-PROGRAMAS DE ACCIÓN,449-ECOLOGIA Y MEDIO AMBIENTE SIN DISCRIMINAR,2013,461442005
2-PROGRAMAS DE ACCIÓN,442-SERVICIOS DEL MEDIO AMBIENTE,2016,453892077
2-PROGRAMAS DE ACCIÓN,233-PROMOCIÓN Y ACCIÓN CORRECTIVA,2016,434914780
3-PROGRAMAS DE INVERSIÓN,132-ADMINISTRACIÓN GENERAL,2014,433934063
2-PROGRAMAS DE ACCIÓN,141-CONT. Y AUD. GUBERNAMENTAL,2016,432573432
3-PROGRAMAS DE INVERSIÓN,161-CULTO,2013,421965300
3-PROGRAMAS DE INVERSIÓN,161-CULTO,2012,421965300
2-PROGRAMAS DE ACCIÓN,681-REG. Y CONTROL EN LA LIBRE COMPETENCIA EN LOS MERCADOS,2015,390774276
3-PROGRAMAS DE INVERSIÓN,319-SALUD SIN DISCRIMINAR,2011,389606170
3-PROGRAMAS DE INVERSIÓN,454-CREDITO AGRICOLA Y PECUARIO,2012,313125000
3-PROGRAMAS DE INVERSIÓN,323-SERVICIOS DE ACCIÓN SOCIAL,2016,302417023
3-PROGRAMAS DE INVERSIÓN,221-ORDEN PÚBLICO Y SEGURIDAD INTERIOR,2011,301934982
3-PROGRAMAS DE INVERSIÓN,131-CONDUCCIÓN POLITICA,2016,280906430
3-PROGRAMAS DE INVERSIÓN,221-ORDEN PÚBLICO Y SEGURIDAD INTERIOR,2015,276890145
1-PROGRAMAS DE ADMINISTRACION,161-CULTO,2014,264432000
2-PROGRAMAS DE ACCIÓN,133-SERVICIO EXTERIOR,2016,259391725
1-PROGRAMAS DE ADMINISTRACION,641-REGULACIÓN Y CONTROL DE SERVICIOS BURSATILES Y COMERCIALES,2016,259308483
3-PROGRAMAS DE INVERSIÓN,221-ORDEN PÚBLICO Y SEGURIDAD INTERIOR,2012,255071737
3-PROGRAMAS DE INVERSIÓN,211-SERVICIOS DE SEGURIDAD NACIONAL,2015,231578240
3-PROGRAMAS DE INVERSIÓN,116-INVERSIÓN LEGISLATIVA,2011,228418310
3-PROGRAMAS DE INVERSIÓN,141-CONT. Y AUD. GUBERNAMENTAL,2014,220481784
2-PROGRAMAS DE ACCIÓN,225-IDENTIFICACIONES,2016,217404000
2-PROGRAMAS DE ACCIÓN,228-DEMARCACIÓN Y VIGILANCIA DE LÍMITES,2016,216073943
2-PROGRAMAS DE ACCIÓN,373-ORDENACION URBANA Y RURAL,2016,204108832
2-PROGRAMAS DE ACCIÓN,681-REG. Y CONTROL EN LA LIBRE COMPETENCIA EN LOS MERCADOS,2016,200454750
3-PROGRAMAS DE INVERSIÓN,311-ATENCION MEDICA,2014,199015008
3-PROGRAMAS DE INVERSIÓN,355-SERVICIOS ESTADISTICOS,2016,186701667
3-PROGRAMAS DE INVERSIÓN,344-CULTURA,2015,175000000
3-PROGRAMAS DE INVERSIÓN,481-INTERMEDIACION FINANCIERA,2014,165576600
3-PROGRAMAS DE INVERSIÓN,143-ADMINISTRACION FINANCIERA Y CONTROL GUBERNAMENTAL,2016,160862998
3-PROGRAMAS DE INVERSIÓN,454-CREDITO AGRICOLA Y PECUARIO,2011,160075000
2-PROGRAMAS DE ACCIÓN,673-REG Y CONTROL DE LOS SERV. DE PROTECCION Y DEF AL CONSUMIDOR,2016,159981322
3-PROGRAMAS DE INVERSIÓN,621-REGULACIÓN Y CONTROL DE SERVICIOS DE TRANSPORTE,2011,158513009
2-PROGRAMAS DE ACCIÓN,313-PROMOCIÓN Y ASISTENCIA,2016,154248110
3-PROGRAMAS DE INVERSIÓN,"329-PROMOCION,ASISTENCIA Y ACCION SOCIAL SIN DISCRIMINAR",2016,147403334
3-PROGRAMAS DE INVERSIÓN,N/A,2014,145114589
3-PROGRAMAS DE INVERSIÓN,352-INVESTIGACION Y DESARROLLO EXPERIMENTAL,2016,124515192
2-PROGRAMAS DE ACCIÓN,"419-ENERGIA, COMBUSTIBLES Y MINERIA SIN DISCRIMINAR",2016,117008651
1-PROGRAMAS DE ADMINISTRACION,319-SALUD SIN DISCRIMINAR,2016,110496800
3-PROGRAMAS DE INVERSIÓN,471-COMERCIALIZACIÓN Y PROMOCIÓN DE PRODUCTOS,2016,88482354
3-PROGRAMAS DE INVERSIÓN,121-JUDICIAL,2016,68593344
2-PROGRAMAS DE ACCIÓN,"359-CIENCIA , TECNOLOGIA Y DIFUSION SIN DISCRIMINAR",2016,67629050
3-PROGRAMAS DE INVERSIÓN,412-PETROLEO Y GAS,2015,63636364
2-PROGRAMAS DE ACCIÓN,471-COMERCIALIZACIÓN Y PROMOCIÓN DE PRODUCTOS,2016,60294590
3-PROGRAMAS DE INVERSIÓN,181-INVERSIÓN EN ADMINISTRACIÓN GUBERNAMENTAL,2016,50880000
2-PROGRAMAS DE ACCIÓN,441-SERVICIOS FORESTALES,2016,39324330
1-PROGRAMAS DE ADMINISTRACION,391-OTROS  SERVICIOS SOCIALES,2016,35746560
2-PROGRAMAS DE ACCIÓN,433-TRANSPORTE FLUVIAL,2016,32230000
3-PROGRAMAS DE INVERSIÓN,132-ADMINISTRACIÓN GENERAL,2013,30727500
3-PROGRAMAS DE INVERSIÓN,472-TURISMO,2016,28350000
3-PROGRAMAS DE INVERSIÓN,142-CONTROL FISCAL,2016,21644441
2-PROGRAMAS DE ACCIÓN,651-REGULACIÓN Y CONTROL DE COOPERATIVAS,2016,14800000
2-PROGRAMAS DE ACCIÓN,611-REGULACIÓN Y CONTROL DE SERVICIOS DE TELECOMUNICACIONES,2016,12943782
3-PROGRAMAS DE INVERSIÓN,361-RELACIONES LABORALES,2016,3561920
1-PROGRAMAS DE ADMINISTRACION,161-CULTO,2013,2424000
2-PROGRAMAS DE ACCIÓN,413-ELECTRICIDAD,2016,0
3-PROGRAMAS DE INVERSIÓN,342-EDUCACION MEDIA Y TECNICA,2011,0
3-PROGRAMAS DE INVERSIÓN,311-ATENCION MEDICA,2013,0
3-PROGRAMAS DE INVERSIÓN,391-OTROS  SERVICIOS SOCIALES,2011,0
1-PROGRAMAS DE ADMINISTRACION,312-SANEAMIENTO AMBIENTAL,2012,0
3-PROGRAMAS DE INVERSIÓN,481-INTERMEDIACION FINANCIERA,2016,0
3-PROGRAMAS DE INVERSIÓN,319-SALUD SIN DISCRIMINAR,2016,0
3-PROGRAMAS DE INVERSIÓN,481-INTERMEDIACION FINANCIERA,2013,0
4-PROGRAMAS DEL SERVICIO DE LA DEUDA PÚBLICA,510-SERVICIOS DE LA DEUDA PUBLICA,2011,0
3-PROGRAMAS DE INVERSIÓN,161-CULTO,2016,0
3-PROGRAMAS DE INVERSIÓN,111-LEGISLATIVA,2016,0
2-PROGRAMAS DE ACCIÓN,312-SANEAMIENTO AMBIENTAL,2016,0
3-PROGRAMAS DE INVERSIÓN,454-CREDITO AGRICOLA Y PECUARIO,2016,0
1-PROGRAMAS DE ADMINISTRACION,413-ELECTRICIDAD,2016,0
3-PROGRAMAS DE INVERSIÓN,"459-AGRICULTURA , GANADERIA, CAZA Y PESCA SIN DISCRIMINAR",2016,0
3-PROGRAMAS DE INVERSIÓN,344-CULTURA,2016,0
3-PROGRAMAS DE INVERSIÓN,312-SANEAMIENTO AMBIENTAL,2016,0
1-PROGRAMAS DE ADMINISTRACION,N/A,2014,0
3-PROGRAMAS DE INVERSIÓN,461-PRODUCCION INDUSTRIAL,2016,0
3-PROGRAMAS DE INVERSIÓN,621-REGULACIÓN Y CONTROL DE SERVICIOS DE TRANSPORTE,2012,0
3-PROGRAMAS DE INVERSIÓN,132-ADMINISTRACIÓN GENERAL,2011,0
3-PROGRAMAS DE INVERSIÓN,171-APOYO A LOS GOBIERNOS DEPARTAMENTALES,2011,0
1-PROGRAMAS DE ADMINISTRACION,461-PRODUCCION INDUSTRIAL,2016,0
3-PROGRAMAS DE INVERSIÓN,343-EDUCACION SUPERIOR Y UNIVERSITARIA,2015,0
3-PROGRAMAS DE INVERSIÓN,321-ASISTENCIA  A PERSONAS CON NECESIDADES ESPECIALES,2013,0
3-PROGRAMAS DE INVERSIÓN,"359-CIENCIA , TECNOLOGIA Y DIFUSION SIN DISCRIMINAR",2016,0
3-PROGRAMAS DE INVERSIÓN,132-ADMINISTRACIÓN GENERAL,2012,0
3-PROGRAMAS DE INVERSIÓN,211-SERVICIOS DE SEGURIDAD NACIONAL,2014,0
3-PROGRAMAS DE INVERSIÓN,179-INVERSIÓN DE GOBIERNOS DEPARTAMENTALES,2011,0
3-PROGRAMAS DE INVERSIÓN,111-LEGISLATIVA,2015,0
3-PROGRAMAS DE INVERSIÓN,413-ELECTRICIDAD,2016,0
3-PROGRAMAS DE INVERSIÓN,433-TRANSPORTE FLUVIAL,2016,0
